id, journal, dates, title, author, citation
"29143","Journal of Financial Economics","2014, Volume 113, Issue 2","Mortgage convexity","Hanson, Samuel G.","37"
"29160","Journal of Financial Economics","2014, Volume 112, Issue 1","Board composition and CEO power","Baldenius, Tim & Melumad, Nahum & Meng, Xiaojing","81"
"29171","Journal of Financial Economics","2014, Volume 111, Issue 3","Fund Manager Allocation","Fang, Jieyan & Kempf, Alexander & Trapp, Monika","38"
"29172","Journal of Financial Economics","2014, Volume 111, Issue 2","Dynamic risk management","Rampini, Adriano A. & Sufi, Amir & Viswanathan, S.","138"
"29183","Journal of Financial Economics","2014, Volume 111, Issue 1","Betting against beta","Frazzini, andrea & Pedersen, Lasse Heje","992"
"29187","Journal of Financial Economics","2014, Volume 111, Issue 1","The role of stock ownership","US members of Congress on the market for political favors by Tahoun, Ahmed","98"
"29195","Journal of Financial Economics","2013, Volume 110, Issue 3","Equity yields","van Binsbergen, Jules & Hueskes, Wouter & Koijen, Ralph & Vrugt, Evert","142"
"29198","Journal of Financial Economics","2013, Volume 110, Issue 3","Legislating stock prices","Cohen, Lauren & Diether, Karl & Malloy, Christopher","32"
"29199","Journal of Financial Economics","2013, Volume 110, Issue 3","Quiet bubbles","Hong, Harrison & Sraer, David","57"
"29209","Journal of Financial Economics","2013, Volume 110, Issue 2","The economics of hedge funds","Lan, Yingcong & Wang, Neng & Yang, Jinqiang","77"
"29234","Journal of Financial Economics","2013, Volume 109, Issue 3","The dividend month premium","Hartzmark, Samuel M. & Solomon, David H.","42"
"29249","Journal of Financial Economics","2013, Volume 109, Issue 2","The timing of pay","Parsons, Christopher A. & Van Wesep, Edward D.","31"
"29260","Journal of Financial Economics","2013, Volume 109, Issue 1","Acquisitions driven","stock overvaluation: Are they good deals? by Fu, Fangjian & Lin, Leming & Officer, Micah S.","172"
"29262","Journal of Financial Economics","2013, Volume 109, Issue 1","Are busy boards detrimental?","Field, Laura & Lowry, Michelle & Mkrtchyan, Anahit","270"
"29289","Journal of Financial Economics","2013, Volume 108, Issue 2","Valuation of VIX derivatives","Menca, Javier & Sentana, Enrique","80"
"29306","Journal of Financial Economics","2013, Volume 108, Issue 1","Peer choice in CEO compensation","Albuquerque, Ana M. & De Franco, Gus & Verdi, Rodrigo S.","130"
"29346","Journal of Financial Economics","2013, Volume 107, Issue 1","Are mutual funds sitting ducks?","Shive, Sophie & Yun, Hayong","66"
"29357","Journal of Financial Economics","2012, Volume 106, Issue 3","Currency momentum strategies","Menkhoff, Lukas & Sarno, Lucio & Schmeling, Maik & Schrimpf, andreas","297"
"29388","Journal of Financial Economics","2012, Volume 105, Issue 3","Hedging labor income risk","Betermier, Sebastien & Jansson, Thomas & Parlour, Christine & Walden, Johan","47"
"29392","Journal of Financial Economics","2012, Volume 105, Issue 2","How are shorts informed?","Engelberg, Joseph E. & Reed, Adam V. & Ringgenberg, Matthew C.","407"
"29408","Journal of Financial Economics","2012, Volume 105, Issue 1","Predicting fraud","investment managers by Dimmock, Stephen G. & Gerken, William C.","59"
"29418","Journal of Financial Economics","2012, Volume 104, Issue 2","Time series momentum","Moskowitz, Tobias J. & Ooi, Yao Hua & Pedersen, Lasse Heje","693"
"29419","Journal of Financial Economics","2012, Volume 104, Issue 2","Realization utility","Barberis, Nicholas & Xiong, Wei","295"
"29422","Journal of Financial Economics","2012, Volume 104, Issue 2","Chasing noise","Mendel, Brock & Shleifer, andrei","93"
"29426","Journal of Financial Economics","2012, Volume 104, Issue 2","Complicated firms","Cohen, Lauren & Lou, Dong","233"
"29438","Journal of Financial Economics","2012, Volume 103, Issue 3","Is momentum really momentum?","Novy-Marx, Robert","290"
"29449","Journal of Financial Economics","2012, Volume 103, Issue 2","Trust and delegation","Brown, Stephen & Goetzmann, William & Liang, Bing & Schwarz, Christopher","116"
"29468","Journal of Financial Economics","2012, Volume 103, Issue 1","Friends with money","Engelberg, Joseph & Gao, Pengjie & Parsons, Christopher A.","287"
"29471","Journal of Financial Economics","2011, Volume 102, Issue 3","Stock price fragility","Greenwood, Robin & Thesmar, David","175"
"29474","Journal of Financial Economics","2011, Volume 102, Issue 3","Liquidity mergers","Almeida, Heitor & Campello, Murillo & Hackbarth, Dirk","130"
"29490","Journal of Financial Economics","2011, Volume 102, Issue 2","Growth LBOs","Boucly, Quentin & Sraer, David & Thesmar, David","147"
"29497","Journal of Financial Economics","2011, Volume 102, Issue 1","Hedge fund leverage","Ang, andrew & Gorovyy, Sergiy & van Inwegen, Gregory B.","247"
"29500","Journal of Financial Economics","2011, Volume 102, Issue 1","Tracking down distress risk","Kapadia, Nishad","88"
"29502","Journal of Financial Economics","2011, Volume 102, Issue 1","The CEO pay slice","Bebchuk, Lucian A. & Cremers, K.J. Martijn & Peyer, Urs C.","506"
"29511","Journal of Financial Economics","2011, Volume 101, Issue 3","Do small shareholders count?","Kandel, Eugene & Massa, Massimo & Simonov, andrei","28"
"29530","Journal of Financial Economics","2011, Volume 101, Issue 1","Accelerated share repurchases","Bargeron, Leonce & Kulchania, Manoj & Thomas, Shawn","72"
"29575","Journal of Financial Economics","2011, Volume 99, Issue 3","Why mutual funds underperform","Glode, Vincent","213"
"29582","Journal of Financial Economics","2011, Volume 99, Issue 3","Share issuance and cash savings","David McLean, R.","235"
"29587","Journal of Financial Economics","2011, Volume 99, Issue 2","Diversification disasters","Ibragimov, Rustam & Jaffee, Dwight & Walden, Johan","193"
"29597","Journal of Financial Economics","2011, Volume 99, Issue 1","Competition among mutual funds","Wahal, Sunil & Wang, Albert (Yan)","100"
"29614","Journal of Financial Economics","2010, Volume 98, Issue 3","The market for certification","external parties: Evidence from underwriting & banking relationships by Duarte-Silva, Tiago","51"
"29618","Journal of Financial Economics","2010, Volume 98, Issue 2","Auctioned IPOs: The US evidence","Degeorge, Franois & Derrien, Franois & Womack, Kent L.","68"
"29620","Journal of Financial Economics","2010, Volume 98, Issue 2","Club deals in leveraged buyouts","Officer, Micah S. & Ozbas, Oguzhan & Sensoy, Berk A.","112"
"29623","Journal of Financial Economics","2010, Volume 98, Issue 2","The equity premium implied","production by Jermann, Urban J.","91"
"29639","Journal of Financial Economics","2010, Volume 97, Issue 3","Unstable banking","Shleifer, andrei & Vishny, Robert W.","526"
"29641","Journal of Financial Economics","2010, Volume 97, Issue 3","Paulsons gift","Veronesi, Pietro & Zingales, Luigi","397"
"29648","Journal of Financial Economics","2010, Volume 97, Issue 2","The world price of home bias","Lau, Sie Ting & Ng, Lilian & Zhang, Bohui","115"
"29664","Journal of Financial Economics","2010, Volume 96, Issue 3","Risk and CEO turnover","Bushman, Robert & Dai, Zhonglan & Wang, Xue","171"
"29684","Journal of Financial Economics","2010, Volume 96, Issue 1","The good news in short interest","Boehmer, Ekkehart & Huszar, Zsuzsa R. & Jordan, Bradford D.","221"
"29711","Journal of Financial Economics","2009, Volume 94, Issue 3","Predatory mortgage lending","Bond, Philip & Musto, David K. & Yilmaz, Bilge","83"
"29714","Journal of Financial Economics","2009, Volume 94, Issue 3","Institutional industry herding","Choi, Nicole & Sias, Richard W.","262"
"29715","Journal of Financial Economics","2009, Volume 94, Issue 3","Hedging and competition","Liu, Tingjun & Parlour, Christine A.","26"
"29747","Journal of Financial Economics","2009, Volume 93, Issue 2","Mortgage timing","Koijen, Ralph S.J. & Hemert, Otto Van & Nieuwerburgh, Stijn Van","155"
"29751","Journal of Financial Economics","2009, Volume 93, Issue 1","Price-based return comovement","Green, T. Clifton & Hwang, Byoung-Hyoun","143"
"29756","Journal of Financial Economics","2009, Volume 93, Issue 1","It pays to have friends","Hwang, Byoung-Hyoun & Kim, Seoyoung","667"
"29759","Journal of Financial Economics","2009, Volume 92, Issue 3","Investor activism and takeovers","Greenwood, Robin & Schor, Michael","365"
"29772","Journal of Financial Economics","2009, Volume 92, Issue 2","City size and fund performance","Christoffersen, Susan E.K. & Sarkissian, Sergei","135"
"29786","Journal of Financial Economics","2009, Volume 91, Issue 3","Collateral pricing","Benmelech, Efraim & Bergman, Nittai K.","265"
"29789","Journal of Financial Economics","2009, Volume 91, Issue 2","Why is PIN priced?","Duarte, Jefferson & Young, Lance","479"
"29797","Journal of Financial Economics","2009, Volume 91, Issue 1","Redistribution","insurance market regulation: Analyzing a ban on gender-based retirement annuities by Finkelstein, Amy & Poterba, James & Rothschild, Casey","53"
"29829","Journal of Financial Economics","2008, Volume 89, Issue 2","Striking oil: Another puzzle?","Driesprong, Gerben & Jacobsen, Ben & Maat, Benjamin","430"
"29841","Journal of Financial Economics","2008, Volume 89, Issue 1","Cycles in the IPO market","Yung, Chris & ?olak, Gnl & Wei Wang","189"
"29858","Journal of Financial Economics","2008, Volume 88, Issue 2","Decomposing swap spreads","Feldhtter, Peter & Lando, David","0"
"29864","Journal of Financial Economics","2008, Volume 88, Issue 1","Firms as buyers of last resort","Hong, Harrison & Wang, Jiang & Yu, Jialin","57"
"29868","Journal of Financial Economics","2008, Volume 87, Issue 3","Financing and takeovers","Morellec, Erwan & Zhdanov, Alexei","134"
"29875","Journal of Financial Economics","2008, Volume 87, Issue 2","Liquidity and market efficiency","Chordia, Tarun & Roll, Richard & Subrahmanyam, Avanidhar","670"
"29876","Journal of Financial Economics","2008, Volume 87, Issue 2","The expected value premium","Chen, Long & Petkova, Ralitsa & Zhang, Lu","134"
"29879","Journal of Financial Economics","2008, Volume 87, Issue 2","Boards: Does one size fit all","Coles, Jeffrey L. & Daniel, Naveen D. & Naveen, Lalitha","2476"
"29917","Journal of Financial Economics","2007, Volume 86, Issue 1","Optimism and economic choice","Puri, Manju & Robinson, David T.","671"
"29940","Journal of Financial Economics","2007, Volume 85, Issue 2","Business ties and proxy voting","mutual funds by Davis, Gerald F. & Kim, E. Han","394"
"29942","Journal of Financial Economics","2007, Volume 85, Issue 1","Risk, return, and dividends","Ang, andrew & Liu, Jun","63"
"29951","Journal of Financial Economics","2007, Volume 84, Issue 3","Theft and taxes","Desai, Mihir A. & Dyck, Alexander & Zingales, Luigi","659"
"29952","Journal of Financial Economics","2007, Volume 84, Issue 3","Mimicking repurchases","Massa, Massimo & Rehman, Zahid & Vermaelen, Theo","173"
"29956","Journal of Financial Economics","2007, Volume 84, Issue 3","Is Chapter 11 costly?","Kalay, Avner & Singhal, Rajeev & Tashjian, Elizabeth","100"
"29961","Journal of Financial Economics","2007, Volume 84, Issue 2","Private credit in 129 countries","Djankov, Simeon & McLiesh, Caralee & Shleifer, andrei","2415"
"30009","Journal of Financial Economics","2006, Volume 82, Issue 2","The other January effect","Cooper, Michael J. & McConnell, John J. & Ovtchinnikov, Alexei V.","108"
"30011","Journal of Financial Economics","2006, Volume 82, Issue 2","Predicting stock returns","Avramov, Doron & Chordia, Tarun","185"
"30015","Journal of Financial Economics","2006, Volume 82, Issue 1","On the marketing of IPOs","Cook, Douglas O. & Kieschnick, Robert & Van Ness, Robert A.","238"
"30026","Journal of Financial Economics","2006, Volume 81, Issue 3","Output and expected returns","Rangvid, Jesper","114"
"30031","Journal of Financial Economics","2006, Volume 81, Issue 2","Determinants of collateral","Jimenez, Gabriel & Salas, Vicente & Saurina, Jesus","446"
"30050","Journal of Financial Economics","2006, Volume 80, Issue 3","Earnings and price momentum","Chordia, Tarun & Shivakumar, Lakshmanan","406"
"30051","Journal of Financial Economics","2006, Volume 80, Issue 3","Who herds?","Bernhardt, Dan & Campello, Murillo & Kutsoati, Edward","272"
"30063","Journal of Financial Economics","2006, Volume 80, Issue 1","Dynamic forecasting behavior","analysts: Theory & evidence by Clarke, Jonathan & Subramanian, Ajay","101"
"30101","Journal of Financial Economics","2005, Volume 78, Issue 2","The costs of entrenched boards","Bebchuk, Lucian A. & Cohen, Alma","1217"
"30108","Journal of Financial Economics","2005, Volume 78, Issue 1","Is value riskier than growth?","Petkova, Ralitsa & Zhang, Lu","642"
"30111","Journal of Financial Economics","2005, Volume 77, Issue 3","What drives merger waves?","Harford, Jarrad","1411"
"30121","Journal of Financial Economics","2005, Volume 77, Issue 2","Liquidity of emerging markets","Lesmond, David A.","751"
"30129","Journal of Financial Economics","2005, Volume 76, Issue 3","Why stocks may disappoint","Ang, andrew & Bekaert, Geert & Liu, Jun","300"
"30137","Journal of Financial Economics","2005, Volume 76, Issue 2","The economics of interest rates","Vasicek, Oldrich Alfons","24"
"30156","Journal of Financial Economics","2005, Volume 75, Issue 2","Comovement","Barberis, Nicholas & Shleifer, andrei & Wurgler, Jeffrey","983"
"30210","Journal of Financial Economics","2004, Volume 72, Issue 3","Smart investments","smart money: Evidence from seasoned equity offerings by Gibson, Scott & Safieddine, Assem & Sonti, Ramana","184"
"30213","Journal of Financial Economics","2004, Volume 72, Issue 2","A theory of corporate spin-offs","Chemmanur, Thomas J. & Yan, An","136"
"30233","Journal of Financial Economics","2004, Volume 71, Issue 2","Bailout and conglomeration","Kim, Se-Jik","87"
"30235","Journal of Financial Economics","2004, Volume 71, Issue 2","Death spiral convertibles","Hillion, Pierre & Vermaelen, Theo","189"
"30238","Journal of Financial Economics","2004, Volume 71, Issue 1","Tax-loss trading and wash sales","Grinblatt, Mark & Keloharju, Matti","105"
"30244","Journal of Financial Economics","2003, Volume 70, Issue 3","Culture, openness, and finance","Stulz, Rene M. & Williamson, Rohan","1617"
"30249","Journal of Financial Economics","2003, Volume 70, Issue 2","Law, endowments, and finance","Beck, Thorsten & Demirguc-Kunt, Asli & Levine, Ross","992"
"30257","Journal of Financial Economics","2003, Volume 69, Issue 3","Dynamic derivative strategies","Liu, Jun & Pan, Jun","303"
"30270","Journal of Financial Economics","2003, Volume 69, Issue 1","Finance, investment, and growth","Carlin, Wendy & Mayer, Colin","753"
"30275","Journal of Financial Economics","2003, Volume 68, Issue 3","Payment for order flow","Parlour, Christine A. & Rajan, Uday","48"
"30278","Journal of Financial Economics","2003, Volume 68, Issue 2","Style investing","Barberis, Nicholas & Shleifer, andrei","1189"
"30311","Journal of Financial Economics","2002, Volume 66, Issue 2-3","The bond/old-bond spread","Krishnamurthy, Arvind","408"
"30321","Journal of Financial Economics","2002, Volume 65, Issue 3","Market efficiency in real time","Busse, Jeffrey A. & Clifton Green, T.","402"
"30332","Journal of Financial Economics","2002, Volume 64, Issue 3","Empirical pricing kernels","Rosenberg, Joshua V. & Engle, Robert F.","644"
"30338","Journal of Financial Economics","2002, Volume 64, Issue 2","Liquidity risk and specialness","Buraschi, andrea & Menini, Davide","97"
"30420","Journal of Financial Economics","2000, Volume 58, Issue 3","Herding among security analysts","Welch, Ivo","892"
"30440","Journal of Financial Economics","2000, Volume 57, Issue 1","Indexed executive stock options","Johnson, Shane A. & Tian, Yisong S.","206"
"30453","Journal of Financial Economics","2000, Volume 56, Issue 1","Commonality in liquidity","Chordia, Tarun & Roll, Richard & Subrahmanyam, Avanidhar","1716"
"30463","Journal of Financial Economics","2000, Volume 55, Issue 2","When is time continuous?","Bertsimas, Dimitris & Kogan, Leonid & Lo, andrew W.","149"
"30471","Journal of Financial Economics","1999, Volume 54, Issue 3","The resolution of bankruptcy","auction: allocating the residual right of design by Bhattacharyya, Sugato & Singh, Rajdeep","31"
"30474","Journal of Financial Economics","1999, Volume 54, Issue 3","Predictive regressions","Stambaugh, Robert F.","1468"
"30487","Journal of Financial Economics","1999, Volume 53, Issue 3","Valuing IPOs","Kim, Moonchul & Ritter, Jay R.","820"
"30490","Journal of Financial Economics","1999, Volume 53, Issue 2","How are stock prices affected","the location of trade? by Froot, Kenneth A. & Dabora, Emil M.","671"
"30539","Journal of Financial Economics","1998, Volume 49, Issue 3","A model of investor sentiment","Barberis, Nicholas & Shleifer, andrei & Vishny, Robert","5450"
"30568","Journal of Financial Economics","1998, Volume 47, Issue 2","Why do stock prices drop","less than the value of the dividend? Evidence from a country without taxes by Frank, Murray & Jagannathan, Ravi","351"
"30614","Journal of Financial Economics","1997, Volume 44, Issue 1","On the measurement of Tobins q","Lewellen, Wilbur G. & Badrinath, S. G.","382"
"30618","Journal of Financial Economics","1997, Volume 43, Issue 3","Mutual fund styles","Brown, Stephen J. & Goetzmann, William N.","564"
"30621","Journal of Financial Economics","1997, Volume 43, Issue 2","Industry costs of equity","Fama, Eugene F. & French, Kenneth R.","5624"
"30631","Journal of Financial Economics","1996, Volume 42, Issue 3","Leasing and credit risk","Grenadier, Steven R.","116"
"30655","Journal of Financial Economics","1996, Volume 41, Issue 1","Debt and the marginal tax rate","Graham, John R.","1158"
"30704","Journal of Financial Economics","1995, Volume 37, Issue 3","The Nestle crash","Loderer, Claudio & Jacobs, andreas","61"
"30737","Journal of Financial Economics","1994, Volume 35, Issue 2","Voucher privatization","Boycko, Maxim & Shleifer, andrei & Vishny, Robert W.","330"
"30743","Journal of Human Resources","2014, Volume 49, Issue 4","Bullying in Elementary School","Tine Louise Mundbjerg Eriksen & Helena Skyt Nielsen & Marianne Simonsen","48"
"30754","Journal of Human Resources","2014, Volume 49, Issue 3","Improving Reading Skills","Encouraging Children to Read in School:: A R&omized Evaluation of the Sa Aklat Sisikat Reading Program in the Philippines by Ama Baafra Abeberese & Todd J. Kumler & Leigh L. Linden","35"
"30770","Journal of Human Resources","2014, Volume 49, Issue 1","Crime & Mental Well-Being","Francesca Cornaglia & Naomi E. Feldman & Andrew Leigh","81"
"30782","Journal of Human Resources","2013, Volume 48, Issue 4","Popularity","Gabriella Conti & &rea Galeotti & Gerrit Mller & Stephen Pudney","-1"
"30789","Journal of Human Resources","2013, Volume 48, Issue 3","Caught in the Bulimic Trap?","John C. Ham & Daniela Iorio & Michelle Sovinsky","8"
"30820","Journal of Human Resources","2012, Volume 47, Issue 3","The Effect of Tracking Students","Ability into Different Schools: A Natural Experiment by Nina Guyon & Eric Maurin & S&ra McNally","47"
"30848","Journal of Human Resources","2011, Volume 46, Issue 4","Fixed Costs & Hours Constraints","William R. Johnson","6"
"30900","Journal of Human Resources","2010, Volume 45, Issue 2","The Economic Value of Teeth","Sherry Glied&Matthew Neidell","1"
"30928","Journal of Human Resources","2009, Volume 44, Issue 2","Does Job Loss Shorten Life?","Marcus Eliason&Donald Storrie","234"
"30948","Journal of Human Resources","2008, Volume 43, Issue 4","Classroom Behavior","Carmit Segal","98"
"31005","Journal of Human Resources","2007, Volume 42, Issue 1","Labor Supply & Weight","Darius Lakdawalla&Tomas Philipson","561"
"31012","Journal of Human Resources","2006, Volume 41, Issue 4","Anemia & School Participation","Gustavo J. Bobonis,Edward Miguel,& Charu Puri-Sharma","227"
"31018","Journal of Human Resources","2006, Volume 41, Issue 4","The Wealth of Mexican Americans","Deborah A. Cobb-Clark&Vincent A. Hildebr&","75"
"31062","Journal of Human Resources","2005, Volume 40, Issue 2","Welfare Reform & Health","Marianne P. Bitler,Jonah B. Gelbach,&Hilary W. Hoynes","204"
"31071","Journal of Human Resources","2005, Volume 40, Issue 2","Smoking, Drinking, & Income","M. Christopher Auld","187"
"31089","Journal of Human Resources","2004, Volume 39, Issue 4","Crime & Economic Incentives","Stephen Machin&Costas Meghir","482"
"31113","Journal of Human Resources","2004, Volume 39, Issue 2","Time Limits & Welfare Use","Jeffrey Grogger","136"
"31115","Journal of Human Resources","2004, Volume 39, Issue 2","The Impact of Obesity on Wages","John Cawley","1087"
"31157","Journal of Human Resources","2003, Volume 38, Issue 1","Retaking the SAT","Jacob L. Vigdor&Charles T. Clotfelter","3"
"31197","Journal of Human Resources","2002, Volume 37, Issue 1","Housework & Wages","Joni Hersch & Leslie S. Stratton","304"
"31202","Journal of Human Resources","2001, Volume 36, Issue 4","Measuring Poverty in the NLSY97","Carolyn J. Hill & Robert T. Michael","14"
"31203","Journal of Human Resources","2001, Volume 36, Issue 4","Savings of Young Parents","Annamaria Lusardi & Ricardo Cossa & Erin L. Krupka","35"
"31311","Journal of Human Resources","1998, Volume 33, Issue 3","Elderly Immigrants on Welfare","Wei-Yin Hu","84"
"31329","Journal of Human Resources","1998, Volume 33, Issue 1","Unions, Wages, & Skills","Barry T. Hirsch & Edward J. Schumacher","101"
"31368","Journal of Human Resources","1996, Volume 31, Issue 4","Wealthier is Healthier","Lant Pritchett & Lawrence H. Summers","1406"
"31385","Journal of Human Resources","1996, Volume 31, Issue 2","Responses to Social Security","Men & Women: Myopic & Far-Sighted Behavior by Cordelia Reimers & Marjorie Honig","60"
"31423","Journal of Human Resources","1995, Volume 30, Issue 2","Recruiting Smarter Teachers","Dale Ballou & Michael Podgursky","210"
"31444","Journal of Human Resources","1994, Volume 29, Issue 4","Inheritance & Labor Supply","David Joulfaian & Mark O. Wilhelm","175"
"31450","Journal of Human Resources","1994, Volume 29, Issue 3","Pensions & Indenture Premia","Richard A. Ippolito","62"
"31456","Journal of Human Resources","1994, Volume 29, Issue 2","Model Evaluation & Choice","Alice Nakamura & James R. Walker","9"
"31469","Journal of Human Resources","1994, Volume 29, Issue 2","Gender Differences in Pensions","William E. Even & David A. Macpherson","96"
"31522","Journal of Industrial Economics","2013, Volume 61, Issue 3","Non-Obviousness and Screening","Zonglai Kou & Patrick Rey & Tong Wang","5"
"31552","Journal of Industrial Economics","2012, Volume 60, Issue 3","Patent Races with Secrecy","Illoong Kwon","12"
"31578","Journal of Industrial Economics","2011, Volume 59, Issue 3","When Do Consumers Search?","Matthew S. Lewis & Howard P. Marvel","46"
"31585","Journal of Industrial Economics","2011, Volume 59, Issue 2","Another Look At Price Promotion","Wen Cao","4"
"31588","Journal of Industrial Economics","2011, Volume 59, Issue 1","Buyer Power and The???_Waterbed Effec?????","Roman Inderst & Tommaso M. Valletti","129"
"31612","Journal of Industrial Economics","2010, Volume 58, Issue 3","EXCLUSIVE QUALITY -super-*","C?ric Argenton","53"
"31641","Journal of Industrial Economics","2009, Volume 57, Issue 4","PROFIT RAISING ENTRY -super-*","Arigit Mukherjee & Laixun Zhao","33"
"31646","Journal of Industrial Economics","2009, Volume 57, Issue 3","LICENSING WEAK PATENTS -super-*","David Encaoua & Yassine Lefouili","25"
"31762","Journal of Industrial Economics","2005, Volume 53, Issue 2","The Failing Firm Defense","Lars Persson","33"
"31766","Journal of Industrial Economics","2005, Volume 53, Issue 1","Market Size Matters","Jeffrey R. Campbell & Hugo A. Hopenhayn","303"
"31775","Journal of Industrial Economics","2004, Volume 52, Issue 4","Mergers With Supply Functions","Ugur Akgn","41"
"31791","Journal of Industrial Economics","2004, Volume 52, Issue 1","Softening Competition","Inducing Switching in Credit Markets by Jan Bouckaert & Hans Degryse","73"
"31836","Journal of Industrial Economics","2002, Volume 50, Issue 2","Some Simple Economics of Open","Lerner, Josh & Tirole, Jean","3206"
"31849","Journal of Industrial Economics","2001, Volume 49, Issue 4","Internet Car Retailing","Morton, Fiona Scott & Zettelmeyer, Florian & Silva-Risso, Jorge","437"
"31883","Journal of Industrial Economics","2000, Volume 48, Issue 2","Strategic Bidding","Potential Competitors: Will Monopoly Persist? by Chen, Yongmin","38"
"31905","Journal of Industrial Economics","1999, Volume 47, Issue 2","Advantageous Semi-collusion","Brod, andrew & Shivakumar, Ram","88"
"31947","Journal of Industrial Economics","1997, Volume 45, Issue 3","The Differentiation Triangle","Canoy, Marcel & Peitz, Martin","43"
"31966","Journal of Industrial Economics","1996, Volume 44, Issue 4","Search Intensity in Oligopoly","Guimaraes, Paulo","22"
"31983","Journal of Industrial Economics","1996, Volume 44, Issue 1","Making Hay While the Sun Shines","Szymanski, Stefan","4"
"32021","Journal of Industrial Economics","1994, Volume 42, Issue 4","Mergers and Malls","Beggs, Alan W","78"
"32023","Journal of Industrial Economics","1994, Volume 42, Issue 3","Life Duration of New Firms","Mata, Jose & Portugal, Pedro","1012"
"32036","Journal of Industrial Economics","1994, Volume 42, Issue 2","Random Pricing","Monopolists by Beard, T Randolph & Sweeney, George H","5"
"32047","Journal of Law, Economics & Organization","2014, Volume 30, Issue 4","A Theory of Rule Development","Glenn Ellison & Richard Holden","35"
"32053","Journal of Law, Economics & Organization","2014, Volume 30, Issue 4","Exclusionary Contracts","Ran Jing & Ralph A. Winter","13"
"32065","Journal of Law, Economics & Organization","2014, Volume 30, Issue 2","Learning","Mimicking & Modifying: A Model of Policy Knowledge Diffusion with Evidence from Legal Implementation by David M. Glick","14"
"32094","Journal of Law, Economics & Organization","2013, Volume 29, Issue 4","Litigating Toward Settlement","Christina L. Boyd & David A. Hoffman","40"
"32129","Journal of Law, Economics & Organization","2012, Volume 28, Issue 3","Opportunistic Termination","Alexander Stremitzer","23"
"32147","Journal of Law, Economics & Organization","2012, Volume 28, Issue 1","Privatization and Leverage","Christian At & Pierre-Henri Morand","1158"
"32153","Journal of Law, Economics & Organization","2011, Volume 27, Issue 3","Dynamic Contract Breach","Fan Zhang","0"
"32161","Journal of Law, Economics & Organization","2011, Volume 27, Issue 2","Organizational Capacity","Michael M. Ting","82"
"32171","Journal of Law, Economics & Organization","2011, Volume 27, Issue 1","Product Recall and Liability","Xinyu Hua","22"
"32175","Journal of Law, Economics & Organization","2010, Volume 26, Issue 3","Disobedience and Authority","Jn Zbojnk","-1"
"32196","Journal of Law, Economics & Organization","2010, Volume 26, Issue 1","Opportunism in Organizations","Kouroche Vafa","-1"
"32221","Journal of Law, Economics & Organization","2008, Volume 24, Issue 2","Urban Extremism","Amihai Glazer","17"
"32247","Journal of Law, Economics & Organization","2007, Volume 23, Issue 3","Sale-Backs in Bankruptcy","Rajdeep Singh","16"
"32251","Journal of Law, Economics & Organization","2007, Volume 23, Issue 2","The Judicial Common Space 1","Chad Westerland","486"
"32271","Journal of Law, Economics & Organization","2006, Volume 22, Issue 2","Gangs and Crime Deterrence","Abdala Mansour & Nicolas Marceau & Steeve Mongrain","52"
"32306","Journal of Law, Economics & Organization","2005, Volume 21, Issue 1","Self-Enforcing Federalism","Rui J. P. de Figueiredo","234"
"32309","Journal of Law, Economics & Organization","2005, Volume 21, Issue 1","Career Concerns of Bargainers","John Fingleton","35"
"32315","Journal of Law, Economics & Organization","2004, Volume 20, Issue 2","Law and Preferences","Oren Bar-Gill","61"
"32356","Journal of Law, Economics & Organization","2002, Volume 18, Issue 2","Contractual Intermediaries","Garey Ramey & Joel Watson","43"
"32359","Journal of Law, Economics & Organization","2002, Volume 18, Issue 2","An Experimental Bribery Game","Klaus Abbink & Bernd Irlenbusch & Elke Renner","385"
"32372","Journal of Law, Economics & Organization","2002, Volume 18, Issue 1","Courts and Relational Contracts","Simon Johnson & John McMillan","550"
"32376","Journal of Law, Economics & Organization","2001, Volume 17, Issue 2","Bankruptcy Decision Making","Baird, Douglas G & Morrison, Edward R","101"
"32383","Journal of Law, Economics & Organization","2001, Volume 17, Issue 1","A Model of a Predatory State","Moselle, Boaz & Polak, Benjamin","150"
"32403","Journal of Law, Economics & Organization","2000, Volume 16, Issue 1","A Theory of Legal Presumptions","Bernardo, Antonio E & Talley, Eric & Welch, Ivo","192"
"32411","Journal of Law, Economics & Organization","2000, Volume 16, Issue 1","Promises, Trust, and Contracts","Chen, Yongmin","106"
"32415","Journal of Law, Economics & Organization","1999, Volume 15, Issue 3","A Theory of Policy Advice","Swank, Otto H & Letterie, Wilko & van Dalen, Hendrik P","14"
"32416","Journal of Law, Economics & Organization","1999, Volume 15, Issue 3","Endogenous Business Networks","Kali, Raja","168"
"32435","Journal of Law, Economics & Organization","1999, Volume 15, Issue 1","The Firm as a Subeconomy","Holmstrom, Bengt","726"
"32438","Journal of Law, Economics & Organization","1999, Volume 15, Issue 1","The Quality of Government","La Porta, Rafael & Lopez-de-Silanes, Florencio & Shleifer, andrei & Vishny, Robert","6684"
"32455","Journal of Law, Economics & Organization","1998, Volume 14, Issue 1","Controlling Policy","Controlling Process: Judicial Influence on Regulatory Decision Making by Tiller, Emerson H","86"
"32471","Journal of Law, Economics & Organization","1997, Volume 13, Issue 1","Contracting about Bankruptcy","Schwartz, Alan","144"
