ID, Journal, Date, Title,Author, Citation
38306,Journal of Risk & Uncertainty,"2007, Volume 35, Issue 3",Behavior towards health risks: An empirical study using the???_Mad Co???_ crisis as an experiment,Jrme Adda,61
47617,World Development,"2012, Volume 40, Issue 5",Distributive Politics and Conditional Cash Transfers: The Case of Brazils Bolsa Fam????_??????lia,"Fried, Brian J.",79
50272,Journal of Labor Economics,"Vol. 24, No. 4, October 2006",The Enrollment Effects of Merit_????Based Financial Aid: Evidence from Georgia_????s HOPE Program,Christopher Cornwell& David B. Mustard& Deepa J. Sridhar,0
50366,Journal of Labor Economics,"Vol. 21, No. 3, July 2003","Arbitraging a Discriminatory Labor Market: Black Workers at the Ford Motor Company, 1918_????1947",Christopher L. Foote& Warren C. Whatley& Gavin Wright,41
50530,Journal of Labor Economics,"Vol. 16, No. 4, October 1998","The Use of Replacement Workers in Union Contract Negotiations: The U.S. Experience, 1980_????1989",Peter Cramton & Joseph Tracy,70
51402,Quarterly Journal of Economics,Volume 127?Issue 4?November 2012,Organization and Information: Firms_???? Governance Choices in Rational-Expectations Equilibrium*,Robert Gibbons&Richard Holdenand&Michael Powell,29
51422,Quarterly Journal of Economics,Volume 127?Issue 3?August 2012,Organization and Information: Firms_???? Governance Choices in Rational-Expectations Equilibrium*,Robert Gibbons&Richard Holdenand& Michael Powell,29
51452,Quarterly Journal of Economics,Volume 127?Issue 2?May 2012,Organization and Information: Firms_???? Governance Choices in Rational-Expectations Equilibrium*,Robert Gibbons&Richard Holden&Michael Powell,29
54376,Review of Economic Studies,Volume 66?Issue 4?October 1999,"To Each According to __ Markets, Tournaments, and the Matching Problem with Borrowing Constraints",Raquel Fernndez&Jordi Gali,137
54398,Review of Economic Studies,Volume 66?Issue 3?July 1999,"To Each According to __ Markets, Tournaments, and the Matching Problem with Borrowing Constraints",Raquel Fernndez&Jordi Gali,137
54461,Review of Economic Studies,Volume 66?Issue 1?January 1999,"To Each According to __ Markets, Tournaments, and the Matching Problem with Borrowing Constraints",Raquel Fernndez&Jordi Gali,137
54933,Journal of International Economics,"Pages 1-236 (May 2013), Volum90,Issue1",Exporters and the rise in wage inequality: Evidence from German linked employer_????employee data,Daniel Baumgarten,85
47356,World Development,"2013, Volume 49, Issue C",What Drives Program Choice in Food Security Crises? Examining the???_Response Analysis??_ Question,"Maxwell, Daniel G. & Parker, John W. & Stobaugh, Heather C.",16
50085,Journal of Labor Economics,"Vol. 32, No. 3, July 2014",Home with Mom: The Effects of Stay-at-Home Parents on Children_????s Long-Run Educational Outcomes,Eric Bettinger&Torbjrn Hgel&& Mari Rege,34
50512,Journal of Labor Economics,"Vol. 17, No. 3, July 1999",Are Affirmative Action Hires Less Qualified? Evidence from Employer_????Employee Data on New Hires,Harry Holzer & David Neumark,134
55348,Journal of International Economics,"Pages 223-442 (November 2007), Volum73,Issue2",Is there really a foreign ownership wage premium? Evidence from matched employer_????employee data,Fredrik Heyman& Fredrik Sjholm& Patrik Gustavsson Tingvall,194
55377,Journal of International Economics,"Pages 1-270 (May 2007), Volum72,Issue1",Do exporters really pay higher wages? First evidence from German linked employer_????employee data,Thorsten Schank& Claus Schnabel& Joachim Wagner,300
50721,Journal of Law & Economics,"Vol. 57, No. 1, February 2014","Malpractice Law, Physicians_???? Financial Incentives, and Medical Treatment: How Do They Interact?",Ity Shurtz,19
52007,Quarterly Journal of Economics,Volume 120?Issue 3?August 2005,Precautionary Savings and Self-Selection: Evidence from the German Reunification _??_Experiment_??_,Nicola Fuchs-Schndeln&Matthias Schndeln,239
52037,Quarterly Journal of Economics,Volume 120?Issue 2?May 2005,Precautionary Savings and Self-Selection: Evidence from the German Reunification _??_Experiment_??_,Nicola Fuchs-Schndeln&Matthias Schndeln,239
53600,Review of Economic Studies,Volume 76?Issue 1?January 2009,The Burden of Knowledge and the _??_Death of the Renaissance Man_??_: Is Innovation Getting Harder?,Benjamin F. Jones,0
54995,Journal of International Economics,"Pages 1-214 (September 2012), Volum88,Issue1","Robustness, information_????processing constraints, and the current account in small open economies",Yulei Luo& Jun Nie& Eric R. Young,-1
25671,Journal of Economic Theory,"2012, Volume 147, Issue 1","A note on Peters and Severinov,???_Competition among sellers who offer auctions instead of prices??_","Albrecht, James & Gautier, Pieter & Vroman, Susan",19
50363,Journal of Labor Economics,"Vol. 21, No. 4, October 2003",New Evidence on Sex Segregation and Sex Differences in Wages from Matched Employee_????Employer Data,Kimberly Bayard& Judith Hellerstein& David Neumark& Kenneth Troske,577
50563,Journal of Labor Economics,"Vol. 15, No. 4, October 1997",Voice and Loyalty as a Delegation of Authority: A Model and a Test on Matched Worker_????Firm Panels,Pierre Cahuc & Francis Kramarz,38
47466,World Development,"2013, Volume 42, Issue C",A Mile Wide and an Inch Dee???_? Understanding Public Support for Aid: The Case of the United Kingdom,"Henson, Spencer & Lindstrom, Johanna",3
47687,World Development,"2011, Volume 39, Issue 12",Emerging Donors??_ from a Recipient Perspective: An Institutional Analysis of Foreign Aid in Cambodia,"Sato, Jin & Shiga, Hiroaki & Kobayashi, Takaaki & Kondoh, Hisahiro",99
52299,Quarterly Journal of Economics,Volume 117?Issue 1?February 2002,"The Schooling of Southern Blacks: The Roles of Legal Activism and Private Philanthropy, 1910_????1960",John J. Donohue III&James J. Heckmanand& Petra E. Todd,74
53048,Review of Economic Studies,Volume 81?Issue 1?January 2014,Cycles and Instability in a Rock_????Paper_????Scissors Population Game: A Continuous Time Experiment,Timothy N. Cason&Daniel Friedmanand&ED Hopkins,0
55058,Journal of International Economics,"Pages 1-182 (January 2012), Volum86,Issue1",Evasion behaviors of exporters and importers: Evidence from the U.S._????China trade data discrepancy,Michael J. Ferrantino& Xuepeng Liu& Zhi Wang,52
55368,Journal of International Economics,"Pages 271-514 (July 2007), Volum72,Issue2",Investment liberalization _???? Why a restrictive cross-border merger policy can be counterproductive,Pehr-Johan Norbck& Lars Persson,79
47476,World Development,"2013, Volume 42, Issue C",Revisiting the???_Cotton Proble???_:????A Comparative Analysis of Cotton Reforms in Sub-Saharan Africa,"Delpeuch, Claire & Vandeplas, Anneleen",0
50379,Journal of Labor Economics,"Vol. 21, No. 2, April 2003",Using State Child Labor Laws to Identify the Effect of School_????Year Work on High School Achievement,John H. Tyler,138
50953,Journal of Law & Economics,"Vol. 50, No. 2, May 2007",Bankruptcy Decision Making: An Empirical Study of Continuation Bias in Small_????Business Bankruptcies,Edward R. Morrison,97
55243,Journal of International Economics,"Pages 137-276 (April 2009), Volum77,Issue2","Stuck on gold: Real exchange rate volatility and the rise and fall of the gold standard, 1875_????1939",Natalia Chernyshoff& David S. Jacks& Alan M. Taylor,28
55334,Journal of International Economics,"Pages 1-244 (January 2008), Volum74,Issue1","Globalization, regional wage differentials and the Stolper_????Samuelson Theorem: Evidence from Mexico",Daniel Chiquiar,222
22968,Journal of Economic Behavior & Org,"2013, Volume 87, Issue C",On experimental economics and the comparison between the last two versions of Moli????_????res Tartuffe,"Crettez, Bertrand & Deloche, Rgis",1
50388,Journal of Labor Economics,"Vol. 21, No. 1, January 2003",Teen Drinking and Educational Attainment: Evidence from Two_????Sample Instrumental Variables Estimates,Thomas S. Dee & William N. Evans,152
50756,Journal of Law & Economics,"Vol. 56, No. 1, February 2013",Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable_????s Challenge,Bo Becker& Daniel Bergstresser& Guhan Subramanian,104
51190,Journal of Law & Economics,"Vol. 41, No. 1, April 1998",Fragmentation versus Consolidation of Securities Trading: Evidence from the Operation of Rule 19c_????3,By Jeffry L. Davis & Lois E. Lightfoot,36
55777,Journal of International Economics,"Pages 239-476 (April 2001), Volum53,Issue2",The sufficiency of the _??_lens condition_???? for factor price equalization in the case of two factors,Chong Xiang,-1
22974,Journal of Economic Behavior & Org,"2013, Volume 86, Issue C",The causal effect of watching TV on material aspirations: Evidence from the???_valley of the innocen???_,"Hyll, Walter & Schneider, Lutz",35
50216,Journal of Labor Economics,"Vol. 27, No. 2, April 2009",When to Start a Fight and When to Fight Back: Liability Disputes in the Workers_???? Compensation System,David Card & Brian P. McCall,12
50511,Journal of Labor Economics,"Vol. 17, No. 3, July 1999",Persistence of Interindustry Wage Differentials: A Reexamination Using Matched Worker_????Firm Panel Data,Dominique Goux & Eric Maurin,237
51329,Quarterly Journal of Economics,Volume 129?Issue 1?February 2014,Migration and Wage Effects of Taxing Top Earners: Evidence from the Foreigners_???? Tax Scheme in Denmark,Henrik Jacobsen Kleven&Camille Landais&; Emmanuel Saezand&Esben Schultz,123
55763,Journal of International Economics,"Pages 1-232 (June 2001), Volum54,Issue1",Firm heterogeneity and export_????domestic price differentials: A study of Taiwanese electronics products,Bee Yan Aw& Geeta Batra& Mark J. Roberts,-1
50526,Journal of Labor Economics,"Vol. 17, No. 1, January 1999",The Absence of the African_????American Owned Business: An Analysis of the Dynamics of Self_????Employment,Robert W. Fairlie,0
55005,Journal of International Economics,"Pages 191-394 (July 2012), Volum87,Issue2",Can leading indicators assess country vulnerability? Evidence from the 2008_????09 global financial crisis,Jeffrey Frankel& George Saravelos,291
30812,Journal of Human Resources,"2012, Volume 47, Issue 4",Civil Conflict & Human Capital Accumulation: The Long-term Effects of Political Violence in Per????_?????€?,Gianmarco Len,200
41235,Marketing Science,"1996, Volume 15, Issue 3","A Framework for Investigating Habits,???_The Hand of the Past???_ and Heterogeneity in Dynamic Brand Choice",Rishin Roy & Pradeep K. Chintagunta & Sudeep Haldar,0
50235,Journal of Labor Economics,"Vol. 26, No. 3, July 2008",Child_????Care Policy and the Labor Supply of Mothers with Young Children: A Natural Experiment from Canada,Pierre Lefebvre & Philip Merrigan,0
50716,Journal of Law & Economics,"Vol. 57, No. 2, May 2014","Transnational Trafficking, Law Enforcement, and Victim Protection: A Middleman Trafficker_????s Perspective",Randall Akee& Arnab K. Basu& Arjun Bedi& Nancy H. Chau,68
50911,Journal of Law & Economics,"Vol. 51, No. 4, November 2008",An Empirical Analysis of the Competitive Effects of the Delta/Continental/Northwest Code_????Share Alliance,Philip G. Gayle,77
36238,Journal of Public Economics,"2013, Volume 105, Issue C",The impact of non-parental child care on child development: Evidence from the summer participation???_di???_,"Herbst, Chris M.",37
38258,Journal of Risk & Uncertainty,"2009, Volume 39, Issue 1",Probability weighting and the???_leve????? and???_spacin????? of outcomes: An experimental study over losses,Nathalie Etchart-Vincent,0
38855,Journal of the European Econ Assoc,"2011, Volume 9, Issue 5",On Fragile Grounds: A Replication Of???_Are Muslim Immigrants Different In Terms Of Cultural Integration???_,Mahmood Arai & Jonas Karlsson & Michael Lundholm,12
50498,Journal of Labor Economics,"Vol. 17, No. S4, October 1999",Long_????Run Trends in Workers Beliefs about Their Own Job Security: Evidence from the General Social Survey,Stefanie R. Schmidt,0
50520,Journal of Labor Economics,"Vol. 17, No. 2, April 1999",The Highs and Lows of the Minimum Wage Effect: A Time_????Series Cross_????Section Study of the Canadian Law,Michael Baker& Dwayne Benjamin& Shuchita Stanger,0
51067,Journal of Law & Economics,"Vol. 45, No. 2, October 2002","Police, Prosecutors, Criminals, and Determinate Sentencing: The Truth about Truth_????in_????Sentencing Laws",Joanna M. Shepherd,85
55669,Journal of International Economics,"Pages 239-496 (December 2002), Volum58,Issue2",Geographical disadvantage: a Heckscher_????Ohlin_????von Th????_??_nen model of international specialisation,Anthony J. Venables& Nuno Limo,-1
41204,Marketing Science,"1998, Volume 17, Issue 1",Shopping Behavior and Consumer Preference for Store Price Format: Why???_Large Baske???_ Shoppers Prefer EDLP,David R. Bell & James M. Lattin,745
50197,Journal of Labor Economics,"Vol. 28, No. 2, April 2010",Estimating the Firm_????s Labor Supply Curve in a _??_New Monopsony_??_ Framework: Schoolteachers in Missouri,Michael R Ransom & David P. Sims,0
51322,Quarterly Journal of Economics,Volume 129?Issue 1?February 2014,The Employment Effects of Credit Market Disruptions: Firm-level Evidence from the 2008_????9 Financial Crisis,Gabriel Chodorow-Reich,593
50260,Journal of Labor Economics,"Vol. 25, No. 2, April 2007",Biology as Destiny? Short_???? and Long_????Run Determinants of Intergenerational Transmission of Birth Weight,Janet Currie & Enrico Moretti,0
52500,Quarterly Journal of Economics,Volume 114?Issue 3?August 1999,"The Impact of Outsourcing and High-Technology Capital on Wages: Estimates For the United States, 1979_????1990",Robert C. Feenstra&Gordon H. Hanson,1796
52530,Quarterly Journal of Economics,Volume 114?Issue 2?May 1999,"The Impact of Outsourcing and High-Technology Capital on Wages: Estimates For the United States, 1979_????1990",Robert C. Feenstra&Gordon H. Hanson,1796
40683,Marketing Science,"2010, Volume 29, Issue 2",The Best Price Youll Ever Ge???_: The 2005 Employee Discount Pricing Promotions in the U.S. Automobile Industry,Meghan R. Busse & Duncan I. Simester & Florian Zettelmeyer,0
50770,Journal of Law & Economics,"Vol. 55, No. 3, August 2012","Lines in the Sand: Price Dispersion across Iraq_????s Intranational Borders before, during, and after the Surge",S. Brock Blomberg & Rozlyn C. Engel,0
50887,Journal of Law & Economics,"Vol. 52, No. 3, August 2009",Temporary Wholesale Gasoline Price Spikes Have Long_????Lasting Retail Effects: The Aftermath of Hurricane Rita,Matthew S. Lewis,0
55308,Journal of International Economics,"Pages 1-248 (May 2008), Volum75,Issue1",Poverty effects of Russias WTO accession: Modeling _??_real_??_ households with endogenous productivity effects,Thomas F. Rutherford& David G. Tarr,-1
56070,Journal of International Economics,"Pages 1-197 (February 1995), Volum38,Issue1_2",Optimal tariffs and the choice of technology Discriminatory tariffs vs. the _??_Most Favored Nation_???? clause,Jay Pil Choi,102
56046,Journal of International Economics,"Pages 1-200 (August 1995), Volum39,Issue1_2","Factor endowments and the international location of production: Econometric evidence for the OECD, 1970_????1985",James Harrigan,181
23089,Journal of Economic Behavior & Org,"2012, Volume 83, Issue 3",A simplified stock-flow consistent dynamic model of the systemic financial fragility in the???_New Capitalis?????,"Passarella, Marco",34
47704,World Development,"2011, Volume 39, Issue 11",Are???_Ne????? Donors Different? Comparing the Allocation of Bilateral Aid Between nonDAC and DAC Donor Countries,"Dreher, Axel & Nunnenkamp, Peter & Thiele, Rainer",0
50200,Journal of Labor Economics,"Vol. 28, No. 2, April 2010",Timing _??_Disturbances_??_ in Labor Market Contracting: Roths Findings and the Effects of Labor Market Monopsony,George L. Priest,10
50376,Journal of Labor Economics,"Vol. 21, No. 2, April 2003","Earnings Dynamics and Inequality among Canadian Men, 1976_????1992: Evidence from Longitudinal Income Tax Records",Michael Baker &Gary Solon,360
51008,Journal of Law & Economics,"Vol. 47, No. 2, October 2004",The _??_Arms Race_??_ on American Roads: The Effect of Sport Utility Vehicles and Pickup Trucks on Traffic Safety,Michelle J. White,0
52417,Quarterly Journal of Economics,Volume 115?Issue 3?August 2000,"_??_Beyond the Melting Pot_??_: Cultural Transmission, Marriage, and the Evolution of Ethnic and Religious Traits",Alberto Bisin &Thierry Verdier,2
52470,Quarterly Journal of Economics,Volume 115?Issue 1?February 2000,"_??_Beyond the Melting Pot_??_: Cultural Transmission, Marriage, and the Evolution of Ethnic and Religious Traits",Alberto Bisin&Thierry Verdier,2
55700,Journal of International Economics,"Pages 1-272 (June 2002), Volum57,Issue1","Anticipatory effects of voluntary export restraints: a study of home video cassette recorders market, 1978_????86",Hiroshi Ohashi,15
47390,World Development,"2013, Volume 46, Issue C","The Global Food Crisis: Disaster, Opportunity or Non-event? Household Level Evidence from C????_????te ?????Ivoire","Dimova, Ralitza & Gbakou, Monnet",13
50484,Journal of Labor Economics,"Vol. 18, No. 2, April 2000","Financial Capital, Human Capital, and the Transition to Self_????Employment: Evidence from Intergenerational Links",Thomas Dunn & Douglas Holtz-Eakin,1068
50188,Journal of Labor Economics,"Vol. 28, No. 3, July 2010",Educational Attainment and the Changing U.S. Wage Structure: Dynamic Implications on Young Individuals_???? Choices,Moshe Buchinsky & Phillip Leslie,0
55177,Journal of International Economics,"Pages 157-320 (March 2010), Volum80,Issue2","International competitiveness, job creation and job destruction_????An establishment-level study of German job flows",Christoph Moser& Dieter Urban& Beatrice Weder di Mauro,66
42386,Rand Journal of Economics,"2007, Volume 38, Issue 1",Does divestiture crowd out new investment? The???_make or bu???_ decision in the U.S. electricity generation industry,Jun Ishii & Jingming Yan,0
50946,Journal of Law & Economics,"Vol. 50, No. 3, August 2007",Cartel Code Attributes and Cartel Performance: An Industry_????Level Analysis of the National Industrial Recovery Act,Jason E. Taylor,37
50276,Journal of Labor Economics,"Vol. 24, No. 4, October 2006",Life_????Cycle Variations in the Association between Current and Lifetime Income: Replication and Extension for Sweden,Anders Bhlmark & Matthew J. Lindquist,0
50508,Journal of Labor Economics,"Vol. 17, No. 3, July 1999","Wages, Productivity, and Worker Characteristics: Evidence from Plant_????Level Production Functions and Wage Equations",Judith K. Hellerstein& David Neumark& Kenneth R. Troske,696
40723,Marketing Science,"2009, Volume 28, Issue 5",":????Assumptions, Explanation, and Prediction in Marketing Science:???_Its the Findings, Stupid, Not the Assumptions??_",Eric W. K. Tsang,0
50308,Journal of Labor Economics,"Vol. 23, No. 3, July 2005",Long_????Run Labor Market Effects of Japanese American Internment during World War II on Working_????Age Male Internees,Aimee Chin,0
55343,Journal of International Economics,"Pages 223-442 (November 2007), Volum73,Issue2","The external wealth of nations mark II: Revised and extended estimates of foreign assets and liabilities, 1970_????2004",Philip R. Lane& Gian Maria Milesi-Ferretti,2506
50336,Journal of Labor Economics,"Vol. 22, No. 3, July 2004","Can the Scala Mobile Explain the Fall and Rise of Earnings Inequality in Italy? A Semiparametric Analysis, 1977_????1993",Marco Manacorda,88
53260,Review of Economic Studies,Volume 79?Issue 1?January 2012,Estimating a Dynamic Adverse-Selection Model: Labour-Force Experience and the Changing Gender Earnings Gap 1968_????1997,George-Levi Gayle&Limor Golan,78
51134,Journal of Law & Economics,"Vol. 43, No. 1, April 2000",Evidence on the Impact of State Government on Primary and Secondary Education and the Equity_????Efficiency Trade_????off,By Thomas A. Husted & Lawrence W. Kenny,65
50231,Journal of Labor Economics,"Vol. 26, No. 3, July 2008","Human Capital Specificity: Evidence from the Dictionary of Occupational Titles and Displaced Worker Surveys, 1984_????2000",Maxim Poletaev & Chris Robinson,280
47447,World Development,"2013, Volume 43, Issue C","How do???_Mineral-States??_ Learn? Path-Dependence, Networks, and Policy Change in the Development of Economic Institutions","Orihuela, Jos Carlos",0
51102,Journal of Law & Economics,"Vol. 44, No. 1, April 2001",Gradual Incorporation of Information: Pharmaceutical Stocks and the Evolution of President Clinton_????s Health Care Reform,Sara Fisher Ellison & Wallace P. Mullin,58
50863,Journal of Law & Economics,"Vol. 53, No. 2, May 2010",Federal Policy and the Rise in Disability Enrollment: Evidence for the Veterans Affairs_???? Disability Compensation Program,Mark Duggan& Robert Rosenheck& Perry Singleton,34
53547,Review of Economic Studies,Volume 76?Issue 3?July 2009,"Do Population Control Policies Induce More Human Capital Investment? Twins, Birth Weight and Chinas _??_One-Child_??_ Policy",Mark R. Rosenzweig&Junsen Zhang,425
53583,Review of Economic Studies,Volume 76?Issue 2?April 2009,"Do Population Control Policies Induce More Human Capital Investment? Twins, Birth Weight and Chinas _??_One-Child_??_ Policy",Mark R. Rosenzweig&Junsen Zhang,425
53629,Review of Economic Studies,Volume 76?Issue 1?January 2009,"Do Population Control Policies Induce More Human Capital Investment? Twins, Birth Weight and Chinas _??_One-Child_??_ Policy",Mark R. Rosenzweig&Junsen Zhang,425
51001,Journal of Law & Economics,"Vol. 48, No. 1, April 2005",An Examination of Market Power in the Intrastate Long_????Distance Telephone Service Markets: Evidence from a Natural Experiment,David E. Burnstein,0
39070,Journal of the European Econ Assoc,"2007, Volume 5, Issue 6","Its What You Say, Not What You Pay: An Experimental Study of Manager???_Employee Relationships in Overcoming Coordination Failure",Jordi Brandts & David J. Cooper,196
50207,Journal of Labor Economics,"Vol. 27, No. 4, October 2009",The Effect of Teachers_???? Unions on Education Production: Evidence from Union Election Certifications in Three Midwestern States,Michael F. Lovenheim,95
38768,Journal of the European Econ Assoc,"2013, Volume 11, Issue 3",Energy Conservation???_Nudges??_ and Environmentalist Ideology: Evidence From A Randomized Residential Electricity Field Experiment,Dora L. Costa & Matthew E. Kahn,0
50559,Journal of Labor Economics,"Vol. 16, No. 1, January 1998","Employment Fluctuations in U.S. Regions and Industries: The Roles of National, Region_????Specific, and Industry_????Specific Shocks",Todd E. Clark,139
52104,Quarterly Journal of Economics,Volume 119?Issue 2?May 2004,"Why did the Elites Extend the Suffrage? Democracy and the Scope of Government, with an Application to Britains _??_Age of Reform_??_",Alessandro Lizzeri&Nicola Persico,592
52134,Quarterly Journal of Economics,Volume 119?Issue 1?February 2004,"Why did the Elites Extend the Suffrage? Democracy and the Scope of Government, with an Application to Britains _??_Age of Reform_??_",Alessandro Lizzeri&Nicola Persico,592
51137,Journal of Law & Economics,"Vol. 42, No. 2, October 1999","Interests, Institutions, and Ideology in Securing Policy Change: The Republican Conversion to Trade Liberalization after Smoot_????Hawley",By Douglas A. Irwin & Randall S. Kroszner,137
50954,Journal of Law & Economics,"Vol. 50, No. 1, February 2007","Managerial Leverage Is Limited by the Extent of the Market: Hierarchies, Specialization, and the Utilization of Lawyers_???? Human Capital",Luis Garicano & Thomas N. Hubbard,97
51057,Journal of Law & Economics,"Vol. 45, No. S2, October 2002",The Dual Effects of Intellectual Property Regulations: Within_???? and Between_????Patent Competition in the U.S. Pharmaceuticals Industry,Frank R. Lichtenberg & Tomas J. Philipson,139
51091,Journal of Law & Economics,"Vol. 44, No. 2, October 2001",What Makes People Think Like Economists? Evidence on Economic Cognition from the _??_Survey of Americans and Economists on the Economy_??_,Bryan Caplan,149
47507,World Development,"2012, Volume 40, Issue 12",Beyond???_Death Do Us Par???_: The Long-Term Implications of Divorce Perceptions on Womens Well-Being and Child Schooling in Rural Ethiopia,"Kumar, Neha & Quisumbing, Agnes R.",0
50280,Journal of Labor Economics,"Vol. 24, No. 3, July 2006",Evaluating the Differential Effects of Alternative Welfare_????to_????Work Training Components: A Reanalysis of the California GAIN Program,V. Joseph Hotz& Guido W. Imbens& Jacob A. Klerman,147
51059,Journal of Law & Economics,"Vol. 45, No. S2, October 2002",Deregulating Direct_????to_????Consumer Marketing of Prescription Drugs: Effects on Prescription and Over_????the_????Counter Product Sales,Davina C. Ling& Ernst R. Berndt& Margaret K. Kyle,0
52817,Quarterly Journal of Economics,Volume 110?Issue 4?November 1995,Expansion of Markets & the Geographic Distribution of Economic Activities: The Trends in U. S. Regional Manufacturing Structure& 1860_????1987,Sukkoo Kim,1034
50444,Journal of Labor Economics,"Vol. 19, No. 3, July 2001",The Impact of School Resources on Women_????s Earnings and Educational Attainment: Findings from the National Longitudinal Survey of Young Women,Julian R. Betts,0
52835,Quarterly Journal of Economics,Volume 110?Issue 3?August 1995,"Expansion of Markets and the Geographic Distribution of Economic Activities: The Trends in U. S. Regional Manufacturing Structure, 1860_????1987",Sukkoo Kim,1034
50262,Journal of Labor Economics,"Vol. 25, No. 2, April 2007","Why Are Black_????Owned Businesses Less Successful than White_????Owned Businesses? The Role of Families, Inheritances, and Business Human Capital",Robert W. Fairlie & Alicia M. Robb,0
50485,Journal of Labor Economics,"Vol. 18, No. 2, April 2000",Industry_????Specific Capital and the Wage Profile: Evidence from the National Longitudinal Survey of Youth and the Panel Study of Income Dynamics,Daniel Parent,0
55447,Journal of International Economics,"Pages 1-254 (June 2006), Volum69,Issue1",Are asset price guarantees useful for preventing Sudden Stops?: A quantitative investigation of the globalization hazard_????moral hazard tradeoff,Ceyhun Bora Durdu& Enrique G. Mendoza,-1
34146,Journal of Money Credit & Banking,"2011, Volume 43, Issue 6",Replacing a???_Disobedien???_ Central Bank Governor with a???_Docil???_ One: A Novel Measure of Central Bank Independence and Its Effect on Inflation,Guillermo Vuletin & Ling Zhu,0
50290,Journal of Labor Economics,"Vol. 24, No. 2, April 2006",Using Military Deployments and Job Assignments to Estimate the Effect of Parental Absences and Household Relocations on Children_????s Academic Achievement,David S. Lyle,143
48234,World Development,"2008, Volume 36, Issue 8","Revisiting Theories of Frontier Expansion in the Brazilian Amazon: A Survey of the Colonist Farming Population in Rond????_????nias Post-Frontier, 1992-2002","Browder, John O. & Pedlowski, Marcos A. & Walker, Robert & Wynne, Randolph H. & Summers, Percy M. & Abad, Ana & Becerra-Cordoba, Nancy & Mil-Homens, Joao",100
50988,Journal of Law & Economics,"Vol. 48, No. 2, October 2005",Do Corporate Control and Product Market Competition Lead to Stronger Productivity Growth? Evidence from Market_????Oriented and Blockholder_????Based Governance Regimes,Jens Kke & Luc Renneboog,0
51086,Journal of Law & Economics,"Vol. 44, No. S2, October 2001","Right_????to_????Carry Concealed Weapon Laws and Homicide in Large U.S. Counties: The Effect on Weapon Types, Victim Characteristics, and Victim_????Offender Relationships",David E. Olson & Michael D. Maltz,0
50206,Journal of Labor Economics,"Vol. 27, No. 4, October 2009",Using Alsace_????Moselle Local Laws to Build a Difference_????in_????Differences Estimation Strategy of the Employment Effects of the 35_????Hour Workweek Regulation in France,Matthieu Chemin & Etienne Wasmer,0
51205,Journal of Law & Economics,"Vol. 40, No. 1, April 1997","Electoral and Financial Effects of Changes in Committee Power: The Gramm_????Rudman_????Hollings Budget Reform, The Tax Reform Act of 1986, and the Money Committees in the House",By Jeffrey Milyo,34
55304,Journal of International Economics,"Pages 1-248 (May 2008), Volum75,Issue1",The currency denomination of exports _???? A questionnaire study,Richard Friberg& Fredrik Wilander,106
50845,Journal of Law & Economics,"Vol. 53, No. 4, November 2010",Criminal Prosecution and Human Immunodeficiency Virus_????Related Risky Behavior,Adeline Delavande& Dana Goldman& Neeraj Sood,14
51000,Journal of Law & Economics,"Vol. 48, No. 1, April 2005",_??_Read My Lips ___??_: Does the Tax Rhetoric of Presidential Candidates Affect Security Prices?,Benjamin C. Ayers& C. Bryan Cloyd& John R. Robinson,0
52205,Quarterly Journal of Economics,Volume 118?Issue 1?February 2003,Ethnic Enclaves and the Economic Success of Immigrants_????Evidence from a Natural Experiment,Per-Anders Edin&Peter Fredriksson&Olof _slund,760
21247,Journal of Econometrics,"2007, Volume 141, Issue 2",A goodness-of-fit test for ARCH([infinity]) models,"Hidalgo, Javier & Zaffaroni, Paolo",41588
21251,Journal of Econometrics,"2007, Volume 141, Issue 2",A goodness-of-fit test for ARCH([infinity]) models,"Hidalgo, Javier & Zaffaroni, Paolo",41588
31770,Journal of Industrial Economics,"2005, Volume 53, Issue 1",A NEW PERSPECTIVE ON INDUSTRY RandD and MARKET STRUCTURE -super-*,Chang-Yang Lee,37374
21913,Journal of Econometrics,"2001, Volume 103, Issue 1-2",Studies in Estimation and Testing,"Hsiao, Cheng & Perrigne, Isabelle",34562
38584,Journal of Risk & Uncertainty,"1997, Volume 14, Issue 2",Proof,"Certainty Equivalents that Diversification-across-Time Does Worse, Risk Corrected, Than Diversification-throughout-Time by Samuelson, Paul A",30761
53324,Review of Economic Studies,Volume 78?Issue 3?July 2011,How,Andrew B. Abel & Janice C. Eberly,23724
53360,Review of Economic Studies,Volume 78?Issue 2?April 2011,How,Andrew B. Abel&Janice C. Eberly,23724
53406,Review of Economic Studies,Volume 78?Issue 1?January 2011,How,Andrew B. Abel&Janice C. Eberly,23724
28870,Journal of Finance,"1997, Volume 52, Issue 2",A Survey of Corporate Governance,"Shleifer, andrei & Vishny, Robert W",18875
22146,Journal of Econometrics,"1998, Volume 87, Issue 1",Initial conditions and moment restrictions in dynamic panel data models,"Blundell, Richard & Bond, Stephen",16142
23751,Journal of Economic Behavior & Org,"2008, Volume 67, Issue 3-4",The use of knowledge about society,"MacKenzie, D.W.",15973
28880,Journal of Finance,"1997, Volume 52, Issue 1",On Persistence in Mutual Fund Performance,"Carhart, Mark M",13770
28705,Journal of Finance,"1999, Volume 54, Issue 2",Corporate Ownership Around the World,Rafael La Porta & Florencio Lopez-De-Silanes & andrei Shleifer,13289
