"26572","Journal of Economic Theory","2003, Volume 111, Issue 1","Dynamic common agency","Bergemann, Dirk & Valimaki, Juuso","122"
"26577","Journal of Economic Theory","2003, Volume 111, Issue 1","Random perturbations of deterministic equilibria","Gagnon, Gregory","0"
"26580","Journal of Economic Theory","2003, Volume 110, Issue 2","Spanning with American options","Baptista, Alexandre M.","12"
"26588","Journal of Economic Theory","2003, Volume 110, Issue 1","Are rich people smarter?","Levy, Moshe","70"
"26591","Journal of Economic Theory","2003, Volume 110, Issue 1","Information in conflicts","Warneryd, Karl","142"
"26603","Journal of Economic Theory","2003, Volume 109, Issue 2","The electricity market game","Spear, Stephen E.","26"
"26604","Journal of Economic Theory","2003, Volume 109, Issue 2","A metric for assessing the goodness of income distributions and the effect of price changes","Fisher, Franklin M.","2"
"26616","Journal of Economic Theory","2003, Volume 109, Issue 1","Quality undersupply and oversupply","Blouin, Max R.","1"
"26636","Journal of Economic Theory","2002, Volume 107, Issue 2","On Learning to Cooperate","Anthonisen, Niels","1"
"26641","Journal of Economic Theory","2002, Volume 107, Issue 2","The Package Assignment Model","Bikhchandani, Sushil & Ostroy, Joseph M.","346"
"26642","Journal of Economic Theory","2002, Volume 107, Issue 2","Sharing Rules in Teams","Nandeibam, Shasikanta","20"
"26644","Journal of Economic Theory","2002, Volume 107, Issue 2","Sharing a River","Ambec, Stefan & Sprumont, Yves","231"
"26665","Journal of Economic Theory","2002, Volume 106, Issue 2","Beliefs and Pareto Efficient Sets: A Remark","Gajdos, Thibault & Tallon, Jean-Marc","0"
"26666","Journal of Economic Theory","2002, Volume 106, Issue 2","On Fixed-Path Rationing Methods","Ehlers, Lars","9"
"26672","Journal of Economic Theory","2002, Volume 106, Issue 1","Min, Max, and Sum","Segal, Uzi & Sobel, Joel","25"
"26693","Journal of Economic Theory","2002, Volume 105, Issue 1","Factor Saving Innovation","Boldrin, Michele & Levine, David K.","84"
"26712","Journal of Economic Theory","2002, Volume 104, Issue 1","A Backward Induction Experiment","Binmore, Ken & McCarthy, John & Ponti, Giovanni & Samuelson, Larry & Shaked, Avner","209"
"26713","Journal of Economic Theory","2002, Volume 104, Issue 1","Implementation","Iterative Dominance & Backward Induction: An Experimental Comparison by Katok, Elena & Sefton, Martin & Yavas, Abdullah","31"
"26719","Journal of Economic Theory","2002, Volume 103, Issue 2","Fiscal Constitutions","Azariadis, Costas & Galasso, Vincenzo","78"
"26749","Journal of Economic Theory","2002, Volume 102, Issue 2","Subgame Perfect Equilibria in Stage Games","Manelli, Alejandro M.","1"
"26771","Journal of Economic Theory","2001, Volume 101, Issue 1","Convergence of Least Squares Learning in Self-Referential Discontinuous Stochastic Models","Cho, In-Koo","1"
"26786","Journal of Economic Theory","2001, Volume 100, Issue 2","House Allocation with Transfers","Miyagawa, Eiichi","54"
"26792","Journal of Economic Theory","2001, Volume 100, Issue 1","High Bids and Broke Winners","Zheng, Charles Z.","187"
"26796","Journal of Economic Theory","2001, Volume 99, Issue 1-2","Cigarette Money","Burdett, Kenneth & Trejos, Alberto & Wright, Randall","98"
"26797","Journal of Economic Theory","2001, Volume 99, Issue 1-2","Dynamic Consequences of Stabilization Policies Based on a Return to a Gold Standard","Paal, Beatrix","2"
"26799","Journal of Economic Theory","2001, Volume 99, Issue 1-2","A Model of Financial Fragility","Lagunoff, Roger & Schreft, Stacey L.","232"
"26810","Journal of Economic Theory","2001, Volume 98, Issue 1","Voluntary Implementation","Jackson, Matthew O. & Palfrey, Thomas R.","63"
"26812","Journal of Economic Theory","2001, Volume 98, Issue 1","Learning in Games","Random Sampling by Friedman, James W. & Mezzetti, Claudio","109"
"26815","Journal of Economic Theory","2001, Volume 98, Issue 1","Stabilizing Monetary-Injection Policies","Bona, Jerry L. & Li, Jenny X.","2"
"26824","Journal of Economic Theory","2001, Volume 97, Issue 2","Analogies, Adaptation, and Anomalies","Samuelson, Larry","172"
"26830","Journal of Economic Theory","2001, Volume 97, Issue 1","Problem Solving","Heterogeneous Agents by Hong, Lu & Page, Scott E.","362"
"26836","Journal of Economic Theory","2001, Volume 96, Issue 1-2","The Perils of Taylor Rules","Benhabib, Jess & Schmitt-Grohe, Stephanie & Uribe, Martin","644"
"26850","Journal of Economic Theory","2000, Volume 95, Issue 1","The Value of Limited Altruism","Blackorby, Charles & Bossert, Walter & Donaldson, David","105"
"26855","Journal of Economic Theory","2000, Volume 94, Issue 2","General Equilibrium When Economic Growth Exceeds Discounting","Burke, Jonathan L.","2"
"26859","Journal of Economic Theory","2000, Volume 94, Issue 2","Economists Models of Learning","Sobel, Joel","73"
"26861","Journal of Economic Theory","2000, Volume 94, Issue 1","Large Poisson Games","Myerson, Roger B.","318"
"26866","Journal of Economic Theory","2000, Volume 93, Issue 2","Welfarism in Economic Domains","Gines, M. & Marhuenda, F.","9"
"26881","Journal of Economic Theory","2000, Volume 92, Issue 2","Fiscal Federalism Revisited","Blackorby, Charles & Brett, Craig","37"
"26890","Journal of Economic Theory","2000, Volume 91, Issue 2","Manipulation through Bribes","Schummer, James","79"
"26896","Journal of Economic Theory","2000, Volume 91, Issue 1","Cheap Talk and Burned Money","Austen-Smith, David & Banks, Jeffrey S.","174"
"26902","Journal of Economic Theory","2000, Volume 90, Issue 2","Unfolding Social Hierarchies","Vega-Redondo, Fernando","10"
"26906","Journal of Economic Theory","2000, Volume 90, Issue 2","Choquet Rationality","Ghirardato, Paolo & Le Breton, Michel","44"
"26911","Journal of Economic Theory","2000, Volume 90, Issue 1","Optimal Policy in OG Models","Ghiglino, Christian & Tvede, Mich","15"
"26922","Journal of Economic Theory","1999, Volume 89, Issue 1","Chaotic Learning Equilibria","Schonhofer, Martin","63"
"26927","Journal of Economic Theory","1999, Volume 89, Issue 1","Partially Informative Signaling","Stamland, Tommy","24"
"26931","Journal of Economic Theory","1999, Volume 88, Issue 2","Markets for Composite Goods","Balasko, Yves","3"
"26933","Journal of Economic Theory","1999, Volume 88, Issue 1","The Optimal Design of a Market","Brusco, Sandro & Jackson, Matthew O.","27"
"26942","Journal of Economic Theory","1999, Volume 87, Issue 2","Conflict and Distribution","Esteban, Joan & Ray, Debraj","588"
"26961","Journal of Economic Theory","1999, Volume 86, Issue 2","Multi-Commodity Consumer Search","Gatti, J. Rupert J.","21"
"26962","Journal of Economic Theory","1999, Volume 86, Issue 2","Dynamical Systems with a Continuum of Randomly Matched Agents","Alos-Ferrer, Carlos","61"
"26966","Journal of Economic Theory","1999, Volume 86, Issue 1","RandD Cooperation and Growth","Cozzi, Guido","32"
"26976","Journal of Economic Theory","1999, Volume 85, Issue 2","On Renegotiation-Proof Collusion under Imperfect Public Information","Yoon, Kiho","0"
"26983","Journal of Economic Theory","1999, Volume 85, Issue 1","The Decomposition of Risk in Denumerable Populations with ex ante Identical Individuals","Rabault, Guillaume","0"
"26997","Journal of Economic Theory","1998, Volume 83, Issue 2","Decentralization and Collusion","Baliga, Sandeep & Sjostrom, Tomas","190"
"27001","Journal of Economic Theory","1998, Volume 83, Issue 2","Repeated Implementation","Kalai, Ehud & Ledyard, John O.","43"
"27003","Journal of Economic Theory","1998, Volume 83, Issue 1","Constant Risk Aversion","Safra, Zvi & Segal, Uzi","97"
"27022","Journal of Economic Theory","1998, Volume 82, Issue 1","A Learning Approach to Auctions","Hon-Snir, Shlomit & Monderer, Dov & Sela, Aner","64"
"27025","Journal of Economic Theory","1998, Volume 82, Issue 1","Coalition-Proof Implementation","Boylan, Richard T.","23"
"27032","Journal of Economic Theory","1998, Volume 81, Issue 2","Efficient Horizontal Mergers","Chakravarty, Satya R.","7"
"27034","Journal of Economic Theory","1998, Volume 81, Issue 2","Money Is Memory","Kocherlakota, Narayana R.","750"
"27040","Journal of Economic Theory","1998, Volume 81, Issue 2","Price Level Volatility: A Simple Model of Money Taxes and Sunspots","Bhattacharya, Joydeep & Guzman, Mark G. & Shell, Karl","17"
"27048","Journal of Economic Theory","1998, Volume 81, Issue 1","Ordinal Cost Sharing","Sprumont, Yves","95"
"27081","Journal of Economic Theory","1998, Volume 78, Issue 2","Experimentation and Competition","Fishman, Arthur & Rob, Rafael","14"
"27090","Journal of Economic Theory","1998, Volume 78, Issue 1","Coordination and Externalities","Carrillo, Juan D.","18"
"27110","Journal of Economic Theory","1997, Volume 77, Issue 1","Reinterpreting the Kernel","Serrano, Roberto","44"
"27112","Journal of Economic Theory","1997, Volume 77, Issue 1","Location, Location, Location","anderson, Simon P. & Goeree, Jacob K. & Ramer, Roald","170"
"27118","Journal of Economic Theory","1997, Volume 77, Issue 1","Double Implementation","a Simple Game Form in the Commons Problem by Shin, Sungwhee & Suh, Sang-Chul","19"
"27123","Journal of Economic Theory","1997, Volume 76, Issue 2","Voting under Constraints","Barbera, Salvador & Masso, Jordi & Neme, Alejandro","88"
"27124","Journal of Economic Theory","1997, Volume 76, Issue 2","Stable Networks","Dutta, Bhaskar & Mutuswami, Suresh","395"
"27135","Journal of Economic Theory","1997, Volume 76, Issue 1","On the Convergence of Beliefs within Populations in Games with Learning","Anthonisen, Niels","1"
"27144","Journal of Economic Theory","1997, Volume 75, Issue 2","Inventories and Wage Bargaining","Leach, John","10"
"27146","Journal of Economic Theory","1997, Volume 75, Issue 1","Multiplicity of Equilibria","Ghiglino, Christian & Tvede, Mich","11"
"27165","Journal of Economic Theory","1997, Volume 74, Issue 2","A Note on the Core of a Monetary Economy","Fisher, Eric ON.","2"
"27171","Journal of Economic Theory","1997, Volume 74, Issue 1","Economies with Many Commodities","Aliprantis, Charalambos D. & Border, Kim C. & Burkinshaw, Owen","14"
"27172","Journal of Economic Theory","1997, Volume 74, Issue 1","Quasifundamental Variation in the Price Level and the Inflation Rate","Russell, Steven","2"
"27188","Journal of Economic Theory","1997, Volume 73, Issue 1","Equilibrium Binding Agreements","Ray, Debraj & Vohra, Rajiv","483"
"27198","Journal of Economic Theory","1997, Volume 72, Issue 2","Time Consistent Taxation","a Government with Redistributive Goals by Pearce, David & Stacchetti, Ennio","21"
"27199","Journal of Economic Theory","1997, Volume 72, Issue 2","Competition among Institutions","Caplin, andrew & Nalebuff, Barry","75"
"27219","Journal of Economic Theory","1996, Volume 71, Issue 2","Egalitarianism and Incentives","Ray, Debraj & Ueda, Kaoru","37"
"27225","Journal of Economic Theory","1996, Volume 71, Issue 2","Mixed Risk Aversion","Caballe, Jordi & Pomansky, Alexey","185"
"27249","Journal of Economic Theory","1996, Volume 70, Issue 2","Epistemic Conditions for Equilibrium in Beliefs without Independence","Volij, Oscar","2"
"27250","Journal of Economic Theory","1996, Volume 70, Issue 2","Benefit and Distance Functions","Chambers, Robert G. & Chung, Yangho & Fare, Rolf","984"
"27254","Journal of Economic Theory","1996, Volume 70, Issue 2","Cooperation for Pennies: A Note on[epsiv]-Equilibria","Conlon, John R.","15"
"27262","Journal of Economic Theory","1996, Volume 70, Issue 1","Reputation in Dynamic Games","Celentani, Marco & Pesendorfer, Wolfgang","40"
"27270","Journal of Economic Theory","1996, Volume 70, Issue 1","Protocols Forcing Consensus","Krasucki, Paul","54"
"27291","Journal of Economic Theory","1996, Volume 69, Issue 1","On Regular Symmetric Economies","Prechac, Christophe","2"
"27293","Journal of Economic Theory","1996, Volume 69, Issue 1","The Impact of Financial Intermediaries on Stationary Interest Rates","Prechac, Christophe","0"
"27300","Journal of Economic Theory","1996, Volume 68, Issue 2","Perfect Correlated Equilibria","Dhillon, Amrita & Mertens, Jean Francois","48"
"27317","Journal of Economic Theory","1996, Volume 68, Issue 1","The Positive Economics of Methodology","Kahn, James A. & Landsburg, Steven E. & Stockman, Alan C.","10"
"27328","Journal of Economic Theory","1996, Volume 68, Issue 1","Supergames Played","Finite Automata with Finite Costs of Complexity in an Evolutionary Setting by Cooper, David J.","24"
"27331","Journal of Economic Theory","1995, Volume 67, Issue 2","Comparative Statics of the Firm","Topkis Donald M.","86"
"27354","Journal of Economic Theory","1995, Volume 67, Issue 1","A Market to Implement the Core","Serrano Roberto","63"
"27355","Journal of Economic Theory","1995, Volume 66, Issue 2","Consistent Bayesian Aggregation","Mongin Philippe","189"
"27367","Journal of Economic Theory","1995, Volume 66, Issue 2","A Note on Randomized Social Choice and Random Dictatorships","Nandeibam Shasikanta","2"
"27373","Journal of Economic Theory","1995, Volume 66, Issue 2","The Substitution Theorem","Raa Thijs Ten","66"
"27377","Journal of Economic Theory","1995, Volume 66, Issue 1","Bargaining a Monetary Union","Chang Roberto","19"
"27380","Journal of Economic Theory","1995, Volume 66, Issue 1","Nonconvex Production Economies","Suzuki Takashi","6"
"27383","Journal of Economic Theory","1995, Volume 66, Issue 1","Continuous Strategy Games as Location Games","Knoblauch Vicki","1"
"27384","Journal of Economic Theory","1995, Volume 66, Issue 1","On Countervailing Incentives","Maggi G. & Rodriguez-Clare A.","318"
"27399","Journal of Economic Theory","1995, Volume 65, Issue 2","Jamming a Rivals Learning","Creane Anthony","12"
"27404","Journal of Economic Theory","1995, Volume 65, Issue 2","A Simple Proof of a Basic Result in Nonexpected Utility Theory","Conlon John R.","2"
"27420","Journal of Economic Theory","1994, Volume 64, Issue 2","Learning Equilibria","Bullard James","143"
"27428","Journal of Economic Theory","1994, Volume 64, Issue 1","Exact Implementation","Abreu Dilip & Matsushima Hitoshi","90"
"27482","Journal of Economic Theory","1994, Volume 62, Issue 1","Dual Pareto Efficiency","Luenberger David G.","51"
"27494","Journal of Finance","2014, Volume 69, Issue 6","Sizing Up Repo","Arvind Krishnamurthy & Stefan Nagel & Dmitry Orlov","319"
"27513","Journal of Finance","2014, Volume 69, Issue 5","The TIPS-Treasury Bond Puzzle","Matthias Fleckenstein & Francis A. Longstaff & Hanno Lustig","113"
"27517","Journal of Finance","2014, Volume 69, Issue 4","Time-Varying Fund Manager Skill","Marcin Kacperczyk & Stijn Van Nieuwerburgh & Laura Veldkamp","294"
"27518","Journal of Finance","2014, Volume 69, Issue 4","Stock Options as Lotteries","Brian H. Boyer & Keith Vorkink","139"
"27530","Journal of Finance","2014, Volume 69, Issue 3","Connected Stocks","Miguel Antn & Christopher Polk","184"
"27572","Journal of Finance","2013, Volume 68, Issue 6","Consumption Volatility Risk","Oliver Boguth & Lars-Alexander Kuehn","104"
"27580","Journal of Finance","2013, Volume 68, Issue 5","Trading Complex Assets","Bruce Ian Carlin & Shimon Kogan & Richard Lowery","56"
"27584","Journal of Finance","2013, Volume 68, Issue 5","Debt Specialization","Paolo Colla & Filippo Ippolito & Kai Li","209"
"27586","Journal of Finance","2013, Volume 68, Issue 5","Private and Public Merger Waves","Vojislav Maksimovic & Gordon Phillips & Liu Yang","151"
"27588","Journal of Finance","2013, Volume 68, Issue 4","A Model of Shadow Banking","Nicola Gennaioli & andrei Shleifer & Robert W. Vishny","407"
"27598","Journal of Finance","2013, Volume 68, Issue 3","Reverse Survivorship Bias","Juhani T. Linnainmaa","44"
"27600","Journal of Finance","2013, Volume 68, Issue 3","Equilibrium Subprime Lending","Igor Makarov & Guillaume Plantin","32"
"27602","Journal of Finance","2013, Volume 68, Issue 3","Value and Momentum Everywhere","Clifford S. Asness & Tobias J. Moskowitz & Lasse Heje Pedersen","1403"
"27609","Journal of Finance","2013, Volume 68, Issue 3","Sentiment during Recessions","Diego Garca","358"
"27612","Journal of Finance","2013, Volume 68, Issue 2","The Maturity Rat Race","Markus K. Brunnermeier & Martin Oehmke","283"
"27620","Journal of Finance","2013, Volume 68, Issue 1","Efficient Recapitalization","Thomas Philippon & Philipp Schnabl","210"
"27627","Journal of Finance","2013, Volume 68, Issue 1","Analyst Forecast Consistency","Gilles Hilary & Charles Hsu","122"
"27641","Journal of Finance","2012, Volume 67, Issue 5","Dynamic CEO Compensation","Alex Edmans & Xavier Gabaix & Tomasz Sadzik & Yuliy Sannikov","184"
"27655","Journal of Finance","2012, Volume 67, Issue 4","Mutual Fund Tax Clienteles","Clemens Sialm & Laura Starks","72"
"27659","Journal of Finance","2012, Volume 67, Issue 2","Rollover Risk and Credit Risk","Zhiguo He & Wei Xiong","360"
"27662","Journal of Finance","2012, Volume 67, Issue 2","Hedge Funds and Chapter 11","Wei Jiang & Kai Li & Wei Wang","111"
"27667","Journal of Finance","2012, Volume 67, Issue 2","A Simple Way to Estimate Bi?????Ask Spreads from Daily High and Low Prices","Shane A. Corwin & Paul Schultz","464"
"27671","Journal of Finance","2012, Volume 67, Issue 1","The Credit Ratings Game","Patrick Bolton & Xavier Freixas & Joel Shapiro","641"
"27678","Journal of Finance","2012, Volume 67, Issue 1","Famil?????Controlled Firms and Informed Trading: Evidence from Short Sales","Ronald C. anderson & David M. Reeb & Wanli Zhao","135"
"27682","Journal of Finance","2011, Volume 66, Issue 6","Disasters Implied","Equity Index Options by David Backus & Mikhail Chernov & Ian Martin","208"
"27687","Journal of Finance","2011, Volume 66, Issue 6","Tails, Fears, and Risk Premia","Tim Bollerslev & Viktor Todorov","485"
"27689","Journal of Finance","2011, Volume 66, Issue 5","In Search of Attention","Zhi Da & Joseph Engelberg & Pengjie Gao","341"
"27695","Journal of Finance","2011, Volume 66, Issue 5","Overconfidence and Earl?????Life Experiences: The Effect of Managerial Traits on Corporate Financial Policies","Ulrike Malmendier & Geoffrey Tate & Jon Yan","814"
"27697","Journal of Finance","2011, Volume 66, Issue 5","Are Incentive Contracts Rigged","Powerful CEOs? by Adair Morse & Vikram Nanda & Amit Seru","304"
"27698","Journal of Finance","2011, Volume 66, Issue 5","Motivating Innovation","Gustavo Manso","961"
"27700","Journal of Finance","2011, Volume 66, Issue 4","Systemic Liquidation Risk and the Diversit?????Diversification Trad?????Off","Wolf Wagner","121"
"27711","Journal of Finance","2011, Volume 66, Issue 3","Financial Distress and the Cross????section of Equity Returns","Lorenzo Garlappi & Hong Yan","264"
"27727","Journal of Finance","2011, Volume 66, Issue 2","Local Dividend Clienteles","Bo Becker & Zoran Ivkovi? & Scott Weisbenner","199"
"27733","Journal of Finance","2011, Volume 66, Issue 1","Asset Pricing with Garbage","Alexi Savov","140"
"27740","Journal of Finance","2010, Volume 65, Issue 6","The Cost of Debt","JULES H. van BINSBERGEN & JOHN R. GRAHAM & JIE YANG","276"
"27741","Journal of Finance","2010, Volume 65, Issue 6","The Net Benefits to Leverage","Arthur Korteweg","349"
"27747","Journal of Finance","2010, Volume 65, Issue 6","Lucky CEOs and Lucky Directors","Lucian A. Bebchuk & Yaniv Grinstein & Urs Peyer","367"
"27765","Journal of Finance","2010, Volume 65, Issue 4","Sell-Side School Ties","Lauren Cohen & andrea Frazzini & Christopher Malloy","515"
"27770","Journal of Finance","2010, Volume 65, Issue 4","Mutual Fund Incubation","Richard B. Evans","343"
"27775","Journal of Finance","2010, Volume 65, Issue 3","Stapled Finance","Paul Povel & Rajdeep Singh","41"
"27785","Journal of Finance","2010, Volume 65, Issue 2","Levered Returns","Joao F. Gomes & Lukas Schmid","265"
"27788","Journal of Finance","2010, Volume 65, Issue 2","Taxes on Tax-Exempt Bonds","andrew Ang & Vineer Bhansali & Yuhang Xing","93"
"27796","Journal of Finance","2010, Volume 65, Issue 1","Global Currency Hedging","John Y. Campbell & Karine Serfaty-De Medeiros & Luis M. Viceira","258"
"27813","Journal of Finance","2009, Volume 64, Issue 6","A Bayesians Bubble","C. Wei Li & Hui Xue","19"
"27815","Journal of Finance","2009, Volume 64, Issue 6","The Price Is (Almost) Right","Randolph B. Cohen & Christopher Polk & Tuomo Vuolteenaho","151"
"27821","Journal of Finance","2009, Volume 64, Issue 5","Frailty Correlated Default","Darrell Duffie & andreas Eckner & Guillaume Horel & Leandro Saita","532"
"27822","Journal of Finance","2009, Volume 64, Issue 5","Attracting Flows","Attracting Big Clients by Lauren Cohen & Breno Schmidt","72"
"27830","Journal of Finance","2009, Volume 64, Issue 5","Electing Directors","Jie Cai & Jacqueline L. Garner & Ralph A. Walkling","360"
"27842","Journal of Finance","2009, Volume 64, Issue 4","Rewriting History","Alexander Ljungqvist & Christopher Malloy & Felicia Marston","220"
"27883","Journal of Finance","2008, Volume 63, Issue 6","Trusting the Stock Market","Luigi Guiso & Paola Sapienza & Luigi Zingales","1299"
"27892","Journal of Finance","2008, Volume 63, Issue 6","In Search of Distress Risk","John Y. Campbell & Jens Hilscher & Jan Szilagyi","1619"
"27912","Journal of Finance","2008, Volume 63, Issue 4","Dissecting Anomalies","Eugene F. Fama & Kenneth R. French","1455"
"27928","Journal of Finance","2008, Volume 63, Issue 3","The Price of Immediacy","George C. Chacko & Jakub W. Jurek & Erik Stafford","75"
"27936","Journal of Finance","2008, Volume 63, Issue 2","Which Shorts Are Informed?","Ekkehart Boehmer & Charles M. Jones & Xiaoyan Zhang","748"
"27946","Journal of Finance","2008, Volume 63, Issue 2","Correlated Trading and Returns","Daniel Dorn & Gur Huberman & Paul Sengmueller","187"
"27990","Journal of Finance","2007, Volume 62, Issue 5","Momentum and Credit Rating","Doron Avramov & Tarun Chordia & Gergana Jostova & Alexander Philipov","341"
"27991","Journal of Finance","2007, Volume 62, Issue 5","Price Convexity and Skewness","Jianguo Xu","107"
"28029","Journal of Finance","2007, Volume 62, Issue 2","How Are Firms Sold?","Audra L. Boone & J. Harold Mulherin","464"
"28033","Journal of Finance","2007, Volume 62, Issue 1","Why Do Firms Issue Equity?","Amy Dittmar & Anjan Thakor","396"
"28038","Journal of Finance","2007, Volume 62, Issue 1","Learning","Observing: Information Spillovers in the Execution & Valuation of Commercial Bank MandAs by Gayle Delong & Robert Deyoung","214"
"28039","Journal of Finance","2007, Volume 62, Issue 1","A Theory of Friendly Boards","Rene B. Adams & Daniel Ferreira","1990"
"28060","Journal of Finance","2006, Volume 61, Issue 5","Options and the Bubble","Robert Battalio & Paul Schultz","240"
"28063","Journal of Finance","2006, Volume 61, Issue 5","The Value Premium and the CAPM","Eugene F. Fama & Kenneth R. French","661"
"28064","Journal of Finance","2006, Volume 61, Issue 5","Dynamic Portfolio Selection","Augmentingthe Asset Space by Michael W. Brandt & Pedro Santa-Clara","882"
"28065","Journal of Finance","2006, Volume 61, Issue 5","Liquidity and Credit Risk","Jan Ericsson & Olivier Renault","518"
"28075","Journal of Finance","2006, Volume 61, Issue 4","Household Finance","John Y. Campbell","2197"
"28118","Journal of Finance","2006, Volume 61, Issue 1","What Works in Securities Laws?","Rafael Porta & Florencio Lopez-De-Silanes & andrei Shleifer","2522"
"28125","Journal of Finance","2006, Volume 61, Issue 1","The Limits of Investor Behavior","Mark Loewenstein & Gregory A. Willard","59"
"28152","Journal of Finance","2005, Volume 60, Issue 5","Trends in Corporate Governance","Benjamin E. Hermalin","565"
"28156","Journal of Finance","2005, Volume 60, Issue 5","Arbitraging Arbitrageurs","Mukarram Attari & Antonio S. Mello & Martin E. Ruckes","104"
"28162","Journal of Finance","2005, Volume 60, Issue 4","Rational IPO Waves","Lubos Pstor & Pietro Veronesi","441"
"28165","Journal of Finance","2005, Volume 60, Issue 4","Predatory Trading","Markus K. Brunnermeier & Lasse Heje Pedersen","743"
"28173","Journal of Finance","2005, Volume 60, Issue 3","Judging Fund Managers","the Company They Keep by Randolph B. Cohen & Joshua D. Coval & Lubos Pstor","290"
"28175","Journal of Finance","2005, Volume 60, Issue 3","Debt Dynamics","Christopher A. Hennessy & Toni M. Whited","959"
"28203","Journal of Finance","2005, Volume 60, Issue 2","Is Debt Relief Efficient?","Serkan Arslanalp & Peter Blair Henry","110"
"28206","Journal of Finance","2005, Volume 60, Issue 1","The Value Premium","Lu Zhang","1283"
"28225","Journal of Finance","2004, Volume 59, Issue 6","Near-sighted Justice","Dan Bernhardt & Ed Nosal","27"
"28238","Journal of Finance","2004, Volume 59, Issue 5","Cash and Corporate Control","Olubunmi Faleye","219"
"28241","Journal of Finance","2004, Volume 59, Issue 5","Correlated Trading and Location","Lei Feng & Mark S. Seasholes","285"
"28253","Journal of Finance","2004, Volume 59, Issue 4","The Nature of Discipline","Corporate Takeovers by Omesh Kini & William Kracaw & Shehzad Mian","229"
"28257","Journal of Finance","2004, Volume 59, Issue 4","The Timing of Option Repricing","Sandra Renfro Callaghan & P. Jane Saly & Chandra Subramaniam","89"
"28270","Journal of Finance","2004, Volume 59, Issue 3","A Catering Theory of Dividends","Malcolm Baker & Jeffrey Wurgler","1408"
"28277","Journal of Finance","2004, Volume 59, Issue 3","Market States and Momentum","Michael J. Cooper & Roberto C. Gutierrez & Allaudeen Hameed","921"
"28290","Journal of Finance","2004, Volume 59, Issue 2","Default Risk in Equity Returns","Maria Vassalou & Yuhang Xing","1924"
"28295","Journal of Finance","2004, Volume 59, Issue 1","Price Pressure around Mergers","Mark Mitchell & Todd Pulvino & Erik Stafford","384"
"28317","Journal of Finance","2003, Volume 58, Issue 6","Equilibrium Anomalies","Michael F. Ferguson & Richard L. Shockley","245"
"28332","Journal of Finance","2003, Volume 58, Issue 5","Value versus Glamour","Jennifer Conrad & Michael Cooper & Gautam Kaul","160"
"28339","Journal of Finance","2003, Volume 58, Issue 5","Family Firms","Mike Burkart & Fausto Panunzi & andrei Shleifer","1585"
"28356","Journal of Finance","2003, Volume 58, Issue 3","Idiosyncratic Risk Matters!","Amit Goyal & Pedro Santa-Clara","1148"
"28368","Journal of Finance","2003, Volume 58, Issue 3","Founding-Family Ownership and Firm Performance: Evidence from the SandP 500","Ronald C. anderson & David M. Reeb","5009"
"28373","Journal of Finance","2003, Volume 58, Issue 2","The Value Spread","Randolph B. Cohen & Christopher Polk & Tuomo Vuolteenaho","432"
"28379","Journal of Finance","2003, Volume 58, Issue 2","Incentive Fees and Mutual Funds","Edwin J. Elton & Martin J. Gruber & Christopher R. Blake","491"
"28402","Journal of Finance","2002, Volume 57, Issue 6","Momentum Trading","Institutions by S.G. Badrinath & Sunil Wahal","389"
"28411","Journal of Finance","2002, Volume 57, Issue 6","Disentangling the Incentive and Entrenchment Effects of Large Shareholdings","Stijn Claessens & Simeon Djankov & Joseph P. H. Fan & Larry H. P. Lang","4328"
"28414","Journal of Finance","2002, Volume 57, Issue 5","Takeover Defenses of IPO Firms","Laura Casares Field & Jonathan M. Karpoff","552"
"28426","Journal of Finance","2002, Volume 57, Issue 5","No Contagion, Only Interdependence: Measuring Stock Market Comovements","Kristin J. Forbes & Roberto Rigobon","4039"
"28431","Journal of Finance","2002, Volume 57, Issue 4","Rational Asset Prices","George M. Constantinides","193"
"28443","Journal of Finance","2002, Volume 57, Issue 3","Investor Protection and Corporate Valuation","Rafael La porta & Florencio Lopez-De-Silanes & andrei Shleifer & Robert Vishny","11060"
"28456","Journal of Finance","2002, Volume 57, Issue 2","Rational Momentum Effects","Timothy C. Johnson","508"
"28458","Journal of Finance","2002, Volume 57, Issue 2","The Equity Premium","Eugene F. Fama & Kenneth R. French","1435"
"28471","Journal of Finance","2002, Volume 57, Issue 1","Market Timing and Capital Structure","Malcolm Baker & Jeffrey Wurgler","3945"
"28477","Journal of Finance","2002, Volume 57, Issue 1","Pass-through and Exposure","Gordon M. Bodnar & Bernard Dumas & Richard C. Marston","345"
"28479","Journal of Finance","2002, Volume 57, Issue 1","Government Ownership of Banks","Rafael La Porta & Florencio Lopez-De-Silanes & andrei Shleifer","2842"
"28499","Journal of Finance","2001, Volume 56, Issue 6","A Rose.com","Any Other Name by Michael J. Cooper","554"
"28512","Journal of Finance","2001, Volume 56, Issue 5","Is Sound Just Noise?","Joshua D. Coval","133"
"28520","Journal of Finance","2001, Volume 56, Issue 4","Expectations Hypotheses Tests","Geert Bekaert","343"
"28521","Journal of Finance","2001, Volume 56, Issue 4","Contagion as a Wealth Effect","Albert S. Kyle","893"
"28527","Journal of Finance","2001, Volume 56, Issue 3","The High-Volume Return Premium","Simon Gervais","828"
"28530","Journal of Finance","2001, Volume 56, Issue 3","Expected Option Returns","Joshua D. Coval","673"
"28543","Journal of Finance","2001, Volume 56, Issue 2","What Makes Investors Trade?","Mark Grinblatt","1331"
